legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,449.0,494.0,498.0,498.0,498.0,498.0,496.0,496.0,494.0,476.0,410.0,317.0,248.0,202.0,169.0,144.0
bayesian | a=500 | b=500 | critical_value=0.10107421875079783,489.0,495.0,497.0,497.0,497.0,497.0,495.0,495.0,491.0,475.0,409.0,326.0,265.0,220.0,188.0,164.0
bayesian | a=1000 | b=1000 | critical_value=0.14843750000070313,491.0,497.0,497.0,497.0,497.0,497.0,497.0,495.0,493.0,473.0,408.0,328.0,268.0,223.0,191.0,167.0
