legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,426.0,290.0,215.0,169.0,140.0,117.0,102.0,89.0
bayesian | a=500 | b=500 | critical_value=0.10107421875079783,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,425.0,305.0,239.0,194.0,164.0,141.0,123.0,111.0
bayesian | a=1000 | b=1000 | critical_value=0.14843750000070313,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,422.0,312.0,244.0,199.0,169.0,147.0,129.0,115.0
