legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | critical_value=0.05,130.0,290.0,495.0,495.0,475.0,445.0,405.0,365.0,325.0,255.0,200.0,160.0,125.0,105.0,85.0,70.0
