legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.027832031250944335,130.0,180.0,212.0,220.0,224.0,220.0,212.0,197.0,180.0,149.0,122.0,101.0,88.0,75.0,69.0,63.0
bayesian | a=500 | b=500 | critical_value=0.09375000000081249,220.0,266.0,283.0,283.0,278.0,270.0,256.0,242.0,222.0,183.0,155.0,131.0,114.0,102.0,92.0,84.0
bayesian | a=1000 | b=1000 | critical_value=0.13867187500072264,243.0,287.0,297.0,297.0,291.0,281.0,267.0,251.0,233.0,195.0,163.0,141.0,123.0,106.0,96.0,88.0
