legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.027832031250944335,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,446.0,332.0,260.0,210.0,174.0,149.0
bayesian | a=500 | b=500 | critical_value=0.09375000000081249,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,440.0,341.0,274.0,230.0,195.0,169.0
bayesian | a=1000 | b=1000 | critical_value=0.13867187500072264,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,440.0,346.0,279.0,235.0,201.0,175.0
