legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.027832031250944335,180.0,266.0,305.0,316.0,318.0,314.0,301.0,283.0,260.0,208.0,164.0,132.0,111.0,96.0,84.0,75.0
bayesian | a=500 | b=500 | critical_value=0.09375000000081249,287.0,347.0,361.0,361.0,357.0,349.0,335.0,317.0,293.0,240.0,193.0,163.0,141.0,120.0,108.0,98.0
bayesian | a=1000 | b=1000 | critical_value=0.13867187500072264,314.0,370.0,380.0,380.0,374.0,364.0,348.0,328.0,300.0,247.0,203.0,171.0,147.0,129.0,115.0,102.0
