legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,5499.999999999863,5499.999997310572,5499.999370195356,5499.993052367029,5499.93810191181,5499.553266936735,5497.380576785233,5487.485500111041,5451.129666614561,5086.383617173646,3833.601398621465,1979.3324071216248,822.6733299760726,529.5898774844871,501.0081815318575,500.0113419401859
bravo_without_replacement | p=0.55 | alpha=0.05,5499.9954345402775,5497.97343349584,5459.648619819567,5367.387258694288,5141.55418551324,4696.666546102986,3991.3364143598624,3091.9427703288566,2170.6315184287946,916.4806509074737,547.2577197525865,502.2172486830657,500.03960478432487,500.0002474439364,500.0000004909689,500.000000000272
bravo_without_replacement | p=0.51 | alpha=0.05,5500.0,5499.999999999874,5499.999999890602,5499.999997691391,5499.999960776456,5499.999461876059,5499.994023189302,5499.946138751829,5499.605395291473,5488.534888083438,5350.963184595224,4608.887596956443,2894.810683336689,1240.5773615244675,599.198324129891,504.92448129651433
