,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,6,0.015625,0.019770609664000006,0.027680640625000016,0.03429644724899998,0.04218053364099999,0.056800235584000006,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,7,0.015625,0.019770609664000006,0.027680640625000016,0.03429644724899998,0.04218053364099999,0.056800235584000006,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,8,0.015625,0.019770609664000006,0.027680640625000016,0.03429644724899998,0.04218053364099999,0.056800235584000006,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,9,0.015625,0.019770609664000006,0.027680640625000016,0.03429644724899998,0.04218053364099999,0.056800235584000006,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,10,0.021484375,0.02777673860887086,0.040115130401757834,0.05068321909389084,0.06349150335489114,0.08766479290948091,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,11,0.021484375,0.02777673860887086,0.040115130401757834,0.05068321909389084,0.06349150335489114,0.08766479290948091,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,12,0.021484375,0.02777673860887086,0.040115130401757834,0.05068321909389084,0.06349150335489114,0.08766479290948091,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,13,0.021484375,0.02777673860887086,0.040115130401757834,0.05068321909389084,0.06349150335489114,0.08766479290948091,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,16,0.02386474609375,0.03128900303835371,0.046166335993836474,0.05916524874385792,0.07515574370912768,0.10583383680860092,0.2388684106755099
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,15,0.02386474609375,0.03128900303835371,0.046166335993836474,0.05916524874385792,0.07515574370912768,0.10583383680860092,0.2388684106755099
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,14,0.02386474609375,0.03128900303835371,0.046166335993836474,0.05916524874385792,0.07515574370912768,0.10583383680860092,0.2388684106755099
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,17,0.02593994140625,0.03446836099615246,0.05191125748748529,0.06742985657041595,0.08676618260518877,0.12434370588238489,0.28867711314554045
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,18,0.02593994140625,0.03446836099615246,0.05191125748748529,0.06742985657041595,0.08676618260518877,0.12434370588238489,0.28867711314554045
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,19,0.02593994140625,0.03446836099615246,0.05191125748748529,0.06742985657041595,0.08676618260518877,0.12434370588238489,0.28867711314554045
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,20,0.02758312225341797,0.03708234981212671,0.056865056297156005,0.07474388746590041,0.09726288515594905,0.14147091876760828,0.3350579880363927
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,21,0.02758312225341797,0.03708234981212671,0.056865056297156005,0.07474388746590041,0.09726288515594905,0.14147091876760828,0.3350579880363927
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,22,0.02758312225341797,0.03708234981212671,0.056865056297156005,0.07474388746590041,0.09726288515594905,0.14147091876760828,0.3350579880363927
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,23,0.028852224349975586,0.03917864691505508,0.06103161439184003,0.08105747406613388,0.10651928177406698,0.15692897404161407,0.37718468956334444
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,24,0.028852224349975586,0.03917864691505508,0.06103161439184003,0.08105747406613388,0.10651928177406698,0.15692897404161407,0.37718468956334444
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,25,0.028852224349975586,0.03917864691505508,0.06103161439184003,0.08105747406613388,0.10651928177406698,0.15692897404161407,0.37718468956334444
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,26,0.029825657606124878,0.04084820050404825,0.06451190042870406,0.08646992426682831,0.11462570809418553,0.1707844495891711,0.41518388446101484
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,27,0.029825657606124878,0.04084820050404825,0.06451190042870406,0.08646992426682831,0.11462570809418553,0.1707844495891711,0.41518388446101484
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,28,0.03131828457117081,0.04340413688455794,0.06979507836038175,0.09460651215491063,0.12665307066568474,0.19080618959358073,0.4641278084338607
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,29,0.03131828457117081,0.04340413688455794,0.06979507836038175,0.09460651215491063,0.12665307066568474,0.19080618959358073,0.4641278084338607
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,30,0.03131828457117081,0.04340413688455794,0.06979507836038175,0.09460651215491063,0.12665307066568474,0.19080618959358073,0.4641278084338607
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,33,0.03227857779711485,0.04511155754986149,0.0734965608518428,0.10045714784319189,0.13548795468016717,0.20585878408974273,0.501158232791482
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,31,0.03227857779711485,0.04511155754986149,0.0734965608518428,0.10045714784319189,0.13548795468016717,0.20585878408974273,0.501158232791482
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,32,0.03227857779711485,0.04511155754986149,0.0734965608518428,0.10045714784319189,0.13548795468016717,0.20585878408974273,0.501158232791482
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,34,0.03297266596928239,0.04639297083883558,0.07641005639207617,0.10518345549912972,0.14277899496515226,0.2185726932266813,0.5326340336639518
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,35,0.03297266596928239,0.04639297083883558,0.07641005639207617,0.10518345549912972,0.14277899496515226,0.2185726932266813,0.5326340336639518
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,36,0.03297266596928239,0.04639297083883558,0.07641005639207617,0.10518345549912972,0.14277899496515226,0.2185726932266813,0.5326340336639518
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,37,0.03348992657993222,0.047384537461914615,0.07877454377998724,0.10912008829919292,0.14898285697332372,0.2296448144079357,0.5602194075922688
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,38,0.03348992657993222,0.047384537461914615,0.07877454377998724,0.10912008829919292,0.14898285697332372,0.2296448144079357,0.5602194075922688
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,39,0.03427283087330579,0.04888293047230567,0.08231754631413475,0.11496162992573371,0.15806853318063366,0.2454378412800638,0.5952911568808086
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,40,0.03427283087330579,0.04888293047230567,0.08231754631413475,0.11496162992573371,0.15806853318063366,0.2454378412800638,0.5952911568808086
truncated_bayesian | a=1 | b=1 | critical_value=0.06282678222656249,41,0.03427283087330579,0.04888293047230567,0.08231754631413475,0.11496162992573371,0.15806853318063366,0.2454378412800638,0.5952911568808086
