,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,6,0.015625,0.008303765625000003,0.012230590464,0.015625,0.017596287801,0.019770609664000006,0.02216436112900001,0.02479491129600001,0.027680640625000016,0.030840979456000017,0.03806869254399999,0.046655999999999996,0.056800235584000006,0.06871947673600001,0.08265395001600002,0.09886748262400005,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,7,0.015625,0.008303765625000003,0.012230590464,0.015625,0.017596287801,0.019770609664000006,0.02216436112900001,0.02479491129600001,0.027680640625000016,0.030840979456000017,0.03806869254399999,0.046655999999999996,0.056800235584000006,0.06871947673600001,0.08265395001600002,0.09886748262400005,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,8,0.015625,0.008303765625000003,0.012230590464,0.015625,0.017596287801,0.019770609664000006,0.02216436112900001,0.02479491129600001,0.027680640625000016,0.030840979456000017,0.03806869254399999,0.046655999999999996,0.056800235584000006,0.06871947673600001,0.08265395001600002,0.09886748262400005,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,9,0.015625,0.008303765625000003,0.012230590464,0.015625,0.017596287801,0.019770609664000006,0.02216436112900001,0.02479491129600001,0.027680640625000016,0.030840979456000017,0.03806869254399999,0.046655999999999996,0.056800235584000006,0.06871947673600001,0.08265395001600002,0.09886748262400005,0.11764899999999995
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,10,0.021484375,0.010800811745507816,0.016450719501055422,0.021484375,0.024458733409885927,0.02777673860887086,0.03146969445788203,0.035570795613984844,0.040115130401757834,0.04513966679910256,0.0567863925679052,0.07084247039999998,0.08766479290948091,0.10763057751648111,0.1311298172441519,0.15855471519314485,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,11,0.021484375,0.010800811745507816,0.016450719501055422,0.021484375,0.024458733409885927,0.02777673860887086,0.03146969445788203,0.035570795613984844,0.040115130401757834,0.04513966679910256,0.0567863925679052,0.07084247039999998,0.08766479290948091,0.10763057751648111,0.1311298172441519,0.15855471519314485,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,12,0.021484375,0.010800811745507816,0.016450719501055422,0.021484375,0.024458733409885927,0.02777673860887086,0.03146969445788203,0.035570795613984844,0.040115130401757834,0.04513966679910256,0.0567863925679052,0.07084247039999998,0.08766479290948091,0.10763057751648111,0.1311298172441519,0.15855471519314485,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,13,0.021484375,0.010800811745507816,0.016450719501055422,0.021484375,0.024458733409885927,0.02777673860887086,0.03146969445788203,0.035570795613984844,0.040115130401757834,0.04513966679910256,0.0567863925679052,0.07084247039999998,0.08766479290948091,0.10763057751648111,0.1311298172441519,0.15855471519314485,0.1902854925999999
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,14,0.02386474609375,0.011614279142147122,0.018028207786430616,0.02386474609375,0.027358071627684808,0.03128900303835371,0.035701939043944156,0.040644269020243866,0.046166335993836474,0.05232135066973896,0.06675648329959044,0.08442559217663997,0.10583383680860092,0.13149930666749746,0.1619297428575726,0.19759127308840205,0.2388684106755099
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,15,0.02386474609375,0.011614279142147122,0.018028207786430616,0.02386474609375,0.027358071627684808,0.03128900303835371,0.035701939043944156,0.040644269020243866,0.046166335993836474,0.05232135066973896,0.06675648329959044,0.08442559217663997,0.10583383680860092,0.13149930666749746,0.1619297428575726,0.19759127308840205,0.2388684106755099
truncated_bayesian | a=1 | b=1 | critical_value=0.060556269531250005,16,0.02386474609375,0.011614279142147122,0.018028207786430616,0.02386474609375,0.027358071627684808,0.03128900303835371,0.035701939043944156,0.040644269020243866,0.046166335993836474,0.05232135066973896,0.06675648329959044,0.08442559217663997,0.10583383680860092,0.13149930666749746,0.1619297428575726,0.19759127308840205,0.2388684106755099
