legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo_without_replacement | p=0.7 | alpha=0.058136474609374995,2000.0,2000.0,2000.0,2000.0,2000.0,497.0,72.0
bravo_without_replacement | p=0.55 | alpha=0.048755859375,2000.0,2000.0,1169.0,589.0,381.0,244.0,118.0
