legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bayesian | a=1 | b=1 | multiprocessing=True | critical_value=0.003027343750969727,1000.0,1000.0,1000.0,1000.0,692.0,388.0,136.0
