legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,21.0,24.0,26.0,491.0,482.0,472.0,463.0,454.0,445.0,421.0,103.0,63.0,46.0,38.0,31.0,26.0
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,136.0,176.0,236.0,491.0,478.0,353.0,283.0,240.0,204.0,158.0,133.0,113.0,97.0,87.0,77.0,69.0
bravo_without_replacement | p=0.51 | alpha=0.06831542968749998,335.0,409.0,474.0,477.0,446.0,418.0,393.0,371.0,351.0,318.0,289.0,267.0,246.0,230.0,214.0,201.0
