legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,23.806059424695018,28.567590007833314,32.982109467769604,460.86848011298815,442.3962211671135,421.7060606769315,398.13148463815804,370.92020166403495,339.310244913077,261.268272788967,172.005938133774,103.54350538195395,68.69261033506108,50.748994758307326,40.016080160711084,32.94200464863108
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,136.58519135534866,183.35501074241998,237.6809121116942,457.0094389681003,403.9118091113833,337.27703233244796,281.893737234578,240.8622764536461,209.64614086329738,165.75795720531926,136.6925590655474,116.17762937381792,100.8860350182395,88.99378041684714,79.49123794205885,71.7610641959574
bravo_without_replacement | p=0.51 | alpha=0.06831542968749998,333.4834883513965,404.48427705232854,468.03829991267463,472.1996025870428,441.5201413508096,414.4170623459654,390.4459078404286,369.0005308671392,349.72326708604857,316.6828036758834,289.329977472309,266.2170049440239,246.53226255153356,229.6117549927735,214.85164116370842,201.81621058459987
