legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,43.0,51.0,61.0,495.0,487.0,478.0,470.0,462.0,454.0,439.0,423.0,257.0,155.0,105.0,81.0,63.0
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,190.0,269.0,349.0,495.0,486.0,472.0,408.0,355.0,307.0,242.0,194.0,162.0,138.0,121.0,107.0,95.0
bravo_without_replacement | p=0.52 | alpha=0.05807177734374999,308.0,392.0,465.0,494.0,468.0,433.0,399.0,370.0,342.0,297.0,262.0,231.0,208.0,190.0,173.0,158.0
