legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,500.0,500.0,500.0,493.0,485.0,476.0,467.0,459.0,451.0,434.0,315.0,143.0,90.0,66.0,51.0,41.0
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,500.0,500.0,500.0,493.0,484.0,432.0,359.0,301.0,259.0,202.0,162.0,136.0,119.0,103.0,91.0,83.0
bravo_without_replacement | p=0.51 | alpha=0.06831542968749998,500.0,500.0,500.0,487.0,460.0,434.0,410.0,388.0,369.0,334.0,305.0,281.0,260.0,241.0,225.0,213.0
