legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,500.0,500.0,500.0,496.0,489.0,482.0,475.0,467.0,460.0,445.0,431.0,415.0,287.0,200.0,148.0,113.0
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,500.0,500.0,500.0,496.0,489.0,481.0,458.0,416.0,377.0,303.0,252.0,210.0,178.0,154.0,134.0,121.0
bravo_without_replacement | p=0.51 | alpha=0.06831542968749998,500.0,500.0,500.0,496.0,481.0,462.0,442.0,423.0,406.0,372.0,342.0,316.0,292.0,272.0,254.0,238.0
