legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05953515625,500.0,500.0,500.0,489.0,478.0,468.0,457.0,446.0,128.0,56.0,38.0,31.0,26.0,21.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,500.0,500.0,500.0,488.0,337.0,255.0,208.0,176.0,154.0,127.0,105.0,91.0,79.0,71.0,65.0,59.0
bravo_without_replacement | p=0.52 | alpha=0.05807177734374999,500.0,500.0,500.0,445.0,385.0,340.0,306.0,280.0,256.0,222.0,196.0,174.0,158.0,146.0,133.0,124.0
