legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,518.0,228.0,140.0,98.0,75.0
bravo    | p=0.55 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1175.0,794.0,466.0,322.0,242.0,194.0,160.0,137.0,118.0
bravo    | p=0.51 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1784.0,1267.0,978.0,792.0,665.0,572.0,501.0,445.0
