legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,32.0,40.0,47.0,52.0,60.0,67.0,75.0,87.0,105.0,171.0,281.0,203.0,118.0,80.0,60.0,47.0
bravo    | p=0.55 | alpha=0.05,242.0,409.0,701.0,950.0,1139.0,1156.0,988.0,737.0,541.0,341.0,247.0,192.0,156.0,133.0,114.0,99.0
bravo    | p=0.51 | alpha=0.05,1358.0,1853.0,1907.0,1911.0,1905.0,1885.0,1835.0,1719.0,1521.0,1121.0,877.0,717.0,606.0,526.0,465.0,414.0
