legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,19.0,25.0,30.0,32.0,35.0,37.0,42.0,47.0,52.0,70.0,95.0,77.0,57.0,42.0,35.0,30.0
bravo    | p=0.55 | alpha=0.05,181.0,278.0,436.0,565.0,678.0,689.0,586.0,453.0,352.0,240.0,181.0,148.0,122.0,106.0,93.0,82.0
bravo    | p=0.51 | alpha=0.05,1172.0,1687.0,1790.0,1798.0,1784.0,1746.0,1661.0,1509.0,1311.0,980.0,778.0,645.0,550.0,479.0,425.0,382.0
