legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,21999.99999996034,21999.999748406855,21999.9692461434,21999.747819962005,21998.29880403887,21990.52754241257,21956.262120079024,21831.19881988535,21448.422325630436,18193.366558954036,8125.44202179825,1083.236450022916,523.7275352219929,501.7618680270599,500.0590624165709,500.0007175934334
bravo_without_replacement | p=0.55 | alpha=0.21452756118774413,21999.608886988914,21934.144885481892,21024.377664824577,18856.12867637236,13966.171459103976,7340.1781079315515,2638.4078690853166,969.0995150318863,627.7622846470242,518.943059981558,501.67625743732407,500.06570837298057,500.00104796378065,500.00000632085164,500.00000001327527,500.00000000000404
bravo_without_replacement | p=0.51 | alpha=0.28587109374999997,21999.99840249602,21990.961589354563,20992.756771908662,17394.082750788453,10432.730081229656,4206.355801889635,1605.2956642137885,1007.1294025608966,837.9301735245016,638.1887080962942,532.0116158590806,503.5035042936369,500.16497540369693,500.0030848322162,500.0000210603805,500.00000004766986
