legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
max_sprt | alpha=0.07312109375,2.4945142666467874,10.269061543721941,191.91431228788218,198.42974553992596,135.10733519211692,85.56757933262232,37.50126285887951
