legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.19164702224731445,40.0,60.0,80.0,80.0,100.0,120.0,140.0,160.0,200.0,260.0,300.0,280.0,200.0,140.0,100.0,80.0
bravo_without_replacement | p=0.55 | alpha=0.09660742187499999,260.0,400.0,440.0,440.0,460.0,460.0,440.0,440.0,420.0,360.0,280.0,220.0,180.0,140.0,120.0,100.0
bravo_without_replacement | p=0.52 | alpha=0.24879882812499998,400.0,480.0,480.0,480.0,480.0,480.0,480.0,460.0,440.0,380.0,300.0,240.0,200.0,180.0,160.0,140.0
