legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.19164702224731445,5447.9699810359025,5368.022961065233,5256.328611228255,5169.266650406647,5051.28322654806,4891.445873559383,4675.35175175337,4385.096473474014,4001.3550079382167,2914.450704507252,1586.1854616012668,577.0331663241161,163.62520440034427,71.36141301569182,51.504491408410416,42.21493494659358
bravo_without_replacement | p=0.55 | alpha=0.09660742187499999,5497.840216392095,5456.099263837446,5240.5964960432375,4948.323271606578,4450.528051867271,3728.887088078722,2849.891633705958,1958.6783721572644,1211.117687888658,395.7985371923148,185.63549956373978,137.83235738118242,115.20994331625916,99.73577376031892,88.33660980252161,79.5324408145123
bravo_without_replacement | p=0.52 | alpha=0.24879882812499998,5499.408709135969,5468.120227770649,5244.391970048094,4917.020821661969,4355.257775289847,3558.5448214781068,2629.7471729865156,1742.948834163915,1050.4658737941895,370.54555030047516,212.40925014983432,170.4100512848604,146.16397763295504,128.1474435685171,113.96848168339483,102.48020368839043
