legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,40.0,40.0,50.0,40.0,40.0,30.0,30.0,30.0
bravo    | p=0.55 | alpha=0.05,140.0,190.0,220.0,230.0,240.0,240.0,240.0,230.0,210.0,180.0,150.0,120.0,110.0,90.0,80.0,70.0
bravo    | p=0.51 | alpha=0.05,470.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,470.0,460.0,450.0,420.0,390.0,360.0
