legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,30.0,30.0,40.0,40.0,40.0,50.0,50.0,60.0,60.0,80.0,90.0,80.0,70.0,50.0,40.0,40.0
bravo    | p=0.55 | alpha=0.05,180.0,250.0,300.0,320.0,320.0,320.0,320.0,310.0,290.0,240.0,190.0,160.0,130.0,110.0,100.0,90.0
bravo    | p=0.51 | alpha=0.05,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,490.0,480.0,470.0,460.0,420.0,390.0
