legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,5477.112136415886,5431.663997905177,5359.703115031066,5299.6692970791,5214.706726562055,5094.857869498492,4926.318847666476,4690.30886092306,4363.112482656102,3350.00904296932,1948.828990353378,752.9006214379972,212.03844422797363,83.5185181899416,57.284907352942106,45.99687039598044
bravo    | p=0.55 | alpha=0.05,5499.737419828121,5489.41955488794,5406.863605232669,5262.994169582534,4967.654231787878,4453.9655566643105,3705.87749056987,2801.6820909552475,1900.3643691270352,665.6078678003695,256.7726329957949,169.88660912105823,139.1386441430708,118.99589497049769,104.05556466523657,92.52635495661688
bravo    | p=0.51 | alpha=0.05,5500.0,5499.999999999999,5499.999999999394,5499.999999982462,5499.999999590481,5499.999992260939,5499.9998813788025,5499.998522602321,5499.98502494337,5499.166448513946,5479.3499028967335,5269.477209577104,4307.968822715301,2438.589052241561,936.3301854893118,442.59140567821885
