legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,14.0,17.0,19.0,19.0,19.0,22.0,22.0,24.0,27.0,29.0,32.0,32.0,27.0,24.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,138.0,187.0,216.0,224.0,226.0,226.0,220.0,207.0,193.0,159.0,132.0,111.0,95.0,84.0,76.0,67.0
bravo_without_replacement | p=0.51 | alpha=0.05,473.0,475.0,475.0,475.0,473.0,473.0,473.0,471.0,469.0,463.0,455.0,443.0,424.0,394.0,359.0,330.0
