legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,218.0,72.0,47.0,35.0,27.0,24.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,467.0,337.0,264.0,220.0,164.0,132.0,111.0,95.0,84.0,76.0,67.0
