legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,138.0,77.0,55.0,42.0,35.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,500.0,423.0,331.0,228.0,176.0,143.0,122.0,105.0,90.0,82.0
bravo_without_replacement | p=0.51 | alpha=0.05,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,494.0,440.0,392.0,355.0
