legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,47.0,60.0,75.0,85.0,95.0,110.0,130.0,158.0,190.0,263.0,299.0,276.0,203.0,138.0,97.0,72.0
bravo_without_replacement | p=0.55 | alpha=0.05,333.0,431.0,454.0,461.0,463.0,463.0,456.0,450.0,438.0,385.0,306.0,237.0,191.0,157.0,134.0,115.0
bravo_without_replacement | p=0.51 | alpha=0.05,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,496.0,492.0,483.0,453.0,412.0
