,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,10,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,20,0.003364583586472721,0.0008402545511567602,0.0019832068239948692,0.003364583586472721,0.0043284625091094125,0.005524343316789824,0.006996164275869441,0.008793292111843102,0.010970527644630352,0.013587927897228364,0.020407050794328557,0.029813950206022604,0.04239894571205574,0.058717713842445785,0.07920276490240698,0.10404898972187208,0.13307958289976135
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,30,0.004055061974403289,0.000739292718863914,0.002135959406984589,0.004055061974403289,0.005482978753973661,0.007323983541047349,0.009667162449387522,0.012611546988478734,0.016264487894695288,0.020739040242344062,0.032610122421257465,0.04907133374883493,0.07069839597384331,0.09752487093900758,0.12875884260326365,0.16256367145755438,0.19599945347366363
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,40,0.003016397769364585,0.00040245721315199535,0.0014228075548627015,0.003016397769364585,0.004279909536420672,0.005971700499404551,0.00819608516643377,0.01106801697165587,0.014708921633805678,0.019240463102923468,0.0314106965335531,0.04818759809114152,0.06947075190350843,0.09406167713358435,0.11945402061160329,0.14199109267267587,0.1575056231193874
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,50,0.006768569231947904,0.0007970968395840776,0.0030799852160334333,0.006768569231947904,0.00971153741552758,0.013641081718933348,0.01876370492197152,0.025282147051110548,0.03337562944581079,0.04317557144194418,0.06801735481745953,0.09888145836312293,0.13259582344635495,0.16379529048376548,0.1859778764109042,0.19345570161856007,0.18352455387946096
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,60,0.00291674826962588,0.0002512400182732742,0.0011908482579423812,0.00291674826962588,0.004382534834021793,0.0064122333381340275,0.00913908017346379,0.01269189895213995,0.017178054721981775,0.022662500948512163,0.036537812280060096,0.05318027744607373,0.06978508159071356,0.08235319811164518,0.08705916499646979,0.08199546655903683,0.0682987009003915
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,70,0.0017032027362379387,0.0001035308265208135,0.0006151820001734006,0.0017032027362379387,0.0026988436074594484,0.004142297808260519,0.0061607457171066575,0.008881628999652745,0.012414291239323612,0.016826263392595454,0.028191222131277824,0.04175168162633691,0.05455801770554467,0.06268933681276544,0.0630168494994363,0.05502409270141664,0.041336888884317385
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,80,0.0034591018969256887,0.00018072149654990087,0.0011952328297406805,0.0034591018969256887,0.00556015051403779,0.00861234094729393,0.012860579125726567,0.01852055340079112,0.025728123179234563,0.034481573987871016,0.05562413817484263,0.07768487351390443,0.09369977070804641,0.09718867339056775,0.08614431374228809,0.06468326790604965,0.040670125123995114
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,90,0.0014030297067688861,5.132542138559118e-05,0.0004286332279140049,0.0014030297067688861,0.0023760396422559016,0.003853716437604528,0.005989042883366938,0.00892165807658467,0.01274237776753096,0.017451231268732242,0.028856377752346393,0.04027699294800588,0.04728561891695752,0.04642124759364083,0.03778664905940091,0.025209388710814865,0.013573964959077955
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,100,0.0007881210123585609,1.9375154075553683e-05,0.00020949619159364597,0.0007881210123585609,0.0014173915471165919,0.0024263305451090195,0.0039556696655399255,0.0061444598702841335,0.009096257998199766,0.01283563300385542,0.02213008017627573,0.031434325440989404,0.036629751707685634,0.034773184344874766,0.0266227684149654,0.01621318397322002,0.007711153349056985
bayesian_with_replacement | a=1 | b=1 | critical_value=0.013301789770323565,110,0.0015892380423224212,3.244991859508755e-05,0.00039977336309534277,0.0015892380423224212,0.0029112692168348484,0.005045833825310781,0.008279661689657906,0.012868304357666676,0.018949095194429885,0.026440716055429168,0.04379042074032624,0.0583286176785314,0.06217365741349249,0.05260588763207365,0.03492223123238261,0.017902097199457262,0.006938385375125801
