legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.01562500000096875,160.0,260.0,420.0,500.0,460.0,420.0,360.0,320.0,280.0,240.0,180.0,160.0,140.0,120.0,100.0,100.0
bayesian | a=500 | b=500 | critical_value=0.019886732102400655,220.0,300.0,460.0,500.0,460.0,420.0,380.0,340.0,300.0,240.0,200.0,180.0,160.0,140.0,120.0,120.0
bayesian | a=1000 | b=1000 | critical_value=0.02020883560276622,220.0,320.0,460.0,500.0,460.0,420.0,380.0,340.0,300.0,260.0,220.0,180.0,160.0,140.0,120.0,120.0
