legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.55 | alpha=0.051730468749999994,234.0,387.0,657.0,971.0,1396.0,1402.0,977.0,659.0,488.0,318.0,232.0,184.0,151.0,128.0,111.0,96.0
bravo_without_replacement | p=0.52 | alpha=0.061486328124999996,612.0,1119.0,1986.0,2159.0,1990.0,1513.0,1121.0,878.0,721.0,525.0,415.0,340.0,288.0,250.0,222.0,195.0
