,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,31,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,39,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,38,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,37,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,36,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,35,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,33,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,32,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,30,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,34,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,28,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,21,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,22,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,23,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,24,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,20,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,25,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,26,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,27,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,29,0.02049534549251661,0.006344752568797752,0.013130722418241909,0.02049534549251661,0.02532050873444996,0.031057117088099554,0.03782682827722562,0.04575739939429897,0.05498095537180565,0.06563181938222964,0.09174761301009461,0.12511305665584996,0.1665610496061845,0.21661384189085753,0.2753415890381571,0.34223311204588547,0.41610186889041234
truncated_bayesian | a=1 | b=1 | critical_value=0.17774259765625,50,0.024999710217576486,0.007024556004452479,0.015350539751445676,0.024999710217576486,0.03158921826052738,0.039650340730356795,0.049432788583852125,0.061204709617646805,0.07524648693519846,0.09184200584327352,0.13377644069289701,0.18885513856037664,0.2580261888047395,0.34077620436451267,0.43470337045530294,0.535421751650033,0.6369507620591013
