legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,22.0,24.0,27.0,32.0,35.0,37.0,42.0,47.0,52.0,70.0,82.0,75.0,55.0,42.0,35.0,30.0
bravo_without_replacement | p=0.55 | alpha=0.05,187.0,292.0,408.0,460.0,485.0,481.0,445.0,391.0,330.0,235.0,179.0,145.0,122.0,105.0,93.0,82.0
bravo_without_replacement | p=0.51 | alpha=0.05,928.0,948.0,950.0,948.0,946.0,940.0,932.0,920.0,902.0,832.0,717.0,605.0,522.0,458.0,408.0,368.0
