legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,32.0,40.0,47.0,52.0,60.0,67.0,77.0,87.0,105.0,163.0,218.0,180.0,115.0,80.0,60.0,47.0
bravo_without_replacement | p=0.55 | alpha=0.05,254.0,429.0,611.0,674.0,703.0,699.0,659.0,586.0,491.0,332.0,242.0,189.0,156.0,130.0,114.0,99.0
bravo_without_replacement | p=0.51 | alpha=0.05,969.0,977.0,977.0,977.0,975.0,973.0,969.0,965.0,958.0,912.0,800.0,675.0,575.0,502.0,444.0,398.0
