,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05,9,0.001953125,0.0007566806425781253,0.0013526054605946878,0.001953125,0.0023341651730904513,0.0027799058836357133,0.0032997635918021345,0.0039043059123133462,0.004605366583984379,0.005416169448144901,0.007427658739644925,0.010077695999999999,0.013537086546263554,0.01801439850948199,0.023762680013799945,0.031087100296429592,0.04035360699999998
bravo_without_replacement | p=0.7 | alpha=0.05,12,0.002197265625,0.0007584777591042483,0.0014584765952063547,0.002197265625,0.0026773831543068435,0.0032472859000396183,0.00392080219812444,0.004713371800686566,0.005642149736203863,0.006726102526195436,0.009444951432062568,0.013060694015999996,0.017796503753872286,0.023906980319527586,0.031674131646874444,0.04139906450995884,0.05338782206099996
bravo_without_replacement | p=0.7 | alpha=0.05,14,0.00384521484375,0.0013140627176481106,0.002548250307144543,0.00384521484375,0.004683546351828963,0.0056736579245492205,0.006836702792869586,0.0081956108870338,0.009775024417973188,0.011601181637181886,0.01610553118195309,0.021941965946879992,0.02934999399088618,0.03855717785933409,0.04975372599091038,0.06305905506156931,0.07848009842966996
bravo_without_replacement | p=0.7 | alpha=0.05,17,0.00263214111328125,0.0008014609307369862,0.0016718851843720447,0.00263214111328125,0.0032688109230637466,0.0040326415273550294,0.004942820546411782,0.006020121101117338,0.007286757041576621,0.00876616220989829,0.012461171586100746,0.017302807432396792,0.023477591288439206,0.031134810958046967,0.04035254623467362,0.05109681237263253,0.06317647923588435
bravo_without_replacement | p=0.7 | alpha=0.05,19,0.0038738250732421875,0.0011677459991475004,0.002456641921278614,0.0038738250732421875,0.0048089126106873725,0.005925500340688966,0.007248354060184919,0.008803343488585906,0.01061696341733891,0.012715722291194102,0.01787010023216777,0.024446610014050702,0.03256264333578783,0.042229849748564634,0.05330704696448811,0.06545510551336378,0.07810260915622327
bravo_without_replacement | p=0.7 | alpha=0.05,22,0.0024046897888183594,0.0006458700490728031,0.0014616275399318922,0.0024046897888183594,0.003043633514564463,0.0038192843430063174,0.004752236402468482,0.0058641090675123075,0.0071770711907132075,0.008713222521713092,0.0125383764933939,0.017481962205143777,0.023620857976890043,0.030923669665953994,0.039206714775124336,0.048097263897852204,0.05701536614702175
bravo_without_replacement | p=0.7 | alpha=0.05,24,0.003378152847290039,0.0008982569302061694,0.002050036182065607,0.003378152847290039,0.004274042551116074,0.005356816889974898,0.0066519961938592345,0.008185285998886115,0.00998165798970883,0.01206423356647299,0.017163221928178148,0.023576625578553927,0.031271677763444444,0.04003628092583233,0.04943830057742475,0.05881112542530324,0.06728084545580082
bravo_without_replacement | p=0.7 | alpha=0.05,27,0.0020340532064437866,0.00048190484630991994,0.001183096977421828,0.0020340532064437866,0.0026239060085085073,0.003349096999908171,0.004230333333773971,0.005288739913878096,0.006545059186251173,0.008018653871803087,0.011680921246842424,0.016353741882783043,0.02200346912083726,0.02843735351671808,0.03526982639601729,0.041917974992587315,0.04764109941937388
bravo_without_replacement | p=0.7 | alpha=0.05,30,0.0014065727591514587,0.00029691961666152754,0.0007841443968264861,0.0014065727591514587,0.0018500121751487556,0.0024047256241679494,0.003089684021408455,0.003924528088343355,0.004928801764355867,0.006120967565276204,0.009130031033755228,0.013027752858495258,0.01778066559123997,0.023197517229400933,0.02889748123784924,0.03431294374626633,0.03874262030005332
bravo_without_replacement | p=0.7 | alpha=0.05,32,0.0020279032178223133,0.0004237982000742464,0.0011287184860644063,0.0020279032178223133,0.0026661578367263173,0.0034614265904290304,0.004438465084611738,0.005621912043474907,0.007034958955365774,0.008697727460437914,0.01282609791807836,0.01803124715732955,0.024158408112118952,0.030822580401799946,0.037396232949622264,0.04305879606930526,0.046919491682338534
bravo_without_replacement | p=0.7 | alpha=0.05,35,0.0012411375355441123,0.00023110508304640076,0.0006621160707158392,0.0012411375355441123,0.0016637380958598573,0.0021997114883303462,0.002869095985108713,0.0036922582601461146,0.004688804589478087,0.005876208517858239,0.008872836961212485,0.012713084429928752,0.017278178723455502,0.02225328426276692,0.027117978828008524,0.031195529331202607,0.03377017458932118
bravo_without_replacement | p=0.7 | alpha=0.05,37,0.0017354599840473384,0.0003199185232324186,0.0009243435083978947,0.0017354599840473384,0.0023254440916403957,0.003070895156476355,0.003997362102009803,0.00512977536619956,0.006490707258438113,0.008098276247836787,0.012089113939503014,0.017065415172213647,0.02276815993944818,0.028676838850811653,0.034035713192943684,0.037966969698761885,0.03966498424191764
bravo_without_replacement | p=0.7 | alpha=0.05,40,0.0010454546518303687,0.00017171478308486402,0.0005337031868582133,0.0010454546518303687,0.001428311447753212,0.0019208501958572315,0.002543335598293822,0.003316074516634825,0.00425804745344966,0.005385200779110031,0.008231525548886988,0.011842951006113314,0.01602785819131166,0.02037859820879746,0.024293060157454215,0.027074118258404226,0.028099927732063042
bravo_without_replacement | p=0.7 | alpha=0.05,42,0.0014516141009153216,0.00023604176807185746,0.0007398613614448158,0.0014516141009153216,0.00198241759373643,0.0026628337173786186,0.00351870912895021,0.0045749025003427,0.005853177177817028,0.007369679031941895,0.011136881140964817,0.015786183418813923,0.020972816045164242,0.0260773077096473,0.030276875040732697,0.032720443592846656,0.03277407686472607
bravo_without_replacement | p=0.7 | alpha=0.05,45,0.0008707586761147468,0.00012615753515613426,0.0004253758058096809,0.0008707586761147468,0.0012124621634089711,0.0016585500861851725,0.002229305482102962,0.002944854306031621,0.0038235447940666197,0.004879933718748329,0.0075510175786631046,0.010908781819655735,0.014701455793771245,0.01845278066054682,0.021518621947562894,0.023233979704366983,0.02311981857575883
bravo_without_replacement | p=0.7 | alpha=0.05,47,0.0012068535827154392,0.00017310322675093197,0.0005886188024268979,0.0012068535827154392,0.001679775396118997,0.0022950382982809656,0.0030786482850742327,0.004055385740810152,0.005246360755705338,0.006666093359760259,0.0101976365697067,0.014514572948754138,0.019202262107488183,0.02357008014418113,0.026770351476589797,0.028028461624299447,0.026916617407341498
bravo_without_replacement | p=0.7 | alpha=0.05,50,0.0007233628753278154,9.244522833205681e-05,0.00033815169455583247,0.0007233628753278154,0.0010265480136384068,0.0014283330348447542,0.0019489526705083798,0.00260836966079077,0.0034244250271576555,0.004410539756781498,0.006908701466594175,0.010022091731253258,0.013449650159524254,0.01666537639788902,0.019011329118572746,0.01988651510051214,0.01897271291223557
bravo_without_replacement | p=0.7 | alpha=0.05,52,0.001002621669819348,0.00012685294813279184,0.00046794737060258174,0.001002621669819348,0.001422284199205266,0.001976582400033045,0.002691633236182291,0.003592208976419773,0.004698981420591397,0.0060252255195968425,0.009330707446608797,0.013335536038441776,0.017568194717301287,0.021288176577050413,0.0236524533756987,0.023991557214605372,0.022089688522729894
bravo_without_replacement | p=0.7 | alpha=0.05,55,0.0006012994825520257,6.778475211771102e-05,0.00026898406959344597,0.0006012994825520257,0.0008696941479335948,0.0012308541063637522,0.0017049404307963442,0.002311802214173856,0.003068918469402282,0.003988832205335366,0.006325044431198704,0.00921333154597847,0.012312261819593393,0.015060682144779776,0.01680686506958312,0.017032169542244045,0.015579397459337844
bravo_without_replacement | p=0.7 | alpha=0.05,57,0.0008341453261391032,9.309322965535436e-05,0.00037254781697028074,0.0008341453261391032,0.0012059899420969944,0.0017047552705548579,0.002356643116588171,0.0031864943207715814,0.004214746280542608,0.005453776710812132,0.008549717136109705,0.012269837848595916,0.016096224111882374,0.01925475511308366,0.020927649253718726,0.02056552233628685,0.01815435542448247
