,0.5,0.7,0.6,0.58,0.55,0.52,0.505
0.005,0,0.0036527159585497252,0.0002955393576970156,3.6192826564564015e-05,2.740569292730709e-09,0.0,0
0.015357142857142857,0,0.011840854747405635,0.0026568594709182806,0.0007530287648353622,1.750130784563784e-06,0.0,0
0.025714285714285714,0,0.020818200084120938,0.006533469550348856,0.0023135848273280767,2.4613221239495446e-05,1.3552788123878027e-25,0
0.03607142857142857,0,0.029574549434012987,0.011308945086610813,0.0048170963312715335,0.0001053209545645311,2.726143732806038e-20,0
0.04642857142857142,0,0.03797164466331788,0.017262407616644243,0.008342188430785746,0.00032645692574630506,3.063290175437985e-17,0
0.05678571428571428,0,0.04569577470812327,0.023111506624683816,0.01250050421615198,0.0007181197519689076,7.52058652903178e-15,0
0.06714285714285714,0,0.05402466469116317,0.030322411573273422,0.01681103739866022,0.001424611848191321,2.826936331688402e-13,0
0.0775,0,0.0636527593701898,0.037094514531535686,0.02257187546392295,0.002136121413175398,7.85196723436316e-12,0
0.08785714285714286,0,0.07391463521044064,0.0443227270940858,0.02751119220044541,0.00341926662532774,6.147806615047977e-11,0
0.09821428571428571,0,0.08300946809765312,0.05265233893166001,0.03301494788055126,0.004791272085959684,6.93092578965037e-10,0
0.10857142857142857,0,0.08999104571188639,0.06082073857049372,0.04041206323020035,0.0068723403365528405,2.727294520765524e-09,0
0.11892857142857143,0,0.10242946523967522,0.06789936725701101,0.04692961372929037,0.008732637022514268,1.052415598902363e-08,0
0.12928571428571428,0,0.10608521569070435,0.07613143198556367,0.05332821119688979,0.01161736089240094,3.989937105013256e-08,0
0.13964285714285712,0,0.12173051814436872,0.0855369184266725,0.06044359914498617,0.014327374860744067,1.2441975486710118e-07,0
0.15,0,0.12565302634264694,0.0938768554171128,0.06911470735969927,0.01866290309380813,3.7456690768288416e-07,0
