legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.273444765625,79.64113731622297,104.78272735862244,144.71500725466382,170.14115554094604,194.11276230112415,212.64412740801023,223.37996059029186,225.54650652193948,219.40168697454047,187.13707087065487,144.3237099142479,110.24783439933573,89.06767707128641,76.54288220674779,69.12552307256819,64.78906125922174
