legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,1000.0000000000001,1000.0,1000.0000000027346,1000.0000002779603,1000.0000176879588,1000.0007066585533,1000.0177496603773,1000.2802005663874,1002.7695051782376,1062.115070863595,1184.831794586405,1091.8914213012845,1005.7646468925016,1000.0488746603028,1000.0000577661185,1000.0000000079453
bravo_without_replacement | p=0.55 | alpha=0.8175654296874999,1000.000578086376,1002.6951244833363,1064.366797903225,1145.2419815838894,1206.3746123491708,1197.2726359814367,1125.366351206945,1049.488808652023,1011.9022804055919,1000.1802954528426,1000.0004868055248,1000.0000002137706,1000.0000000000136,1000.0,1000.0,1000.0
bravo_without_replacement | p=0.51 | alpha=0.3053828125,1001.7471102001183,1341.894414381905,1702.9517726057422,1727.1697045780197,1671.379976577923,1529.5698886622056,1323.0763911648598,1139.9015589612736,1041.7822702101341,1001.1611762111261,1000.0060948866025,1000.0000053368412,1000.0000000006886,1000.0,1000.0,1000.0
