legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,2000.0,1999.9999999999993,1999.9999999874726,1999.9999991616803,1999.9999627340803,1999.9988946269186,1999.9780304441513,1999.7061611222373,1997.34216133566,1930.7063659982023,1564.9849968145268,1121.2218432223192,1005.8574965673178,1000.0488807554968,1000.0000577661244,1000.0000000079444
bravo_without_replacement | p=0.55 | alpha=0.8175654296874999,1999.9995439938984,1998.4290468581573,1951.0250564357937,1842.7867243743294,1639.38272272752,1384.7455588429189,1172.5879234865379,1055.1938419698445,1012.1970781512434,1000.1803505407191,1000.0004868057831,1000.0000002137693,1000.0000000000132,999.9999999999993,1000.0000000000001,999.9999999999993
bravo_without_replacement | p=0.51 | alpha=0.3053828125,1999.9999717132036,1999.7425665232704,1985.1615823443506,1936.444915723905,1809.6457910976583,1589.7681105987717,1335.8750838912506,1140.9825304254296,1041.8166218906856,1001.1611782370501,1000.0060948866045,1000.0000053368401,1000.0000000006881,999.9999999999993,1000.0000000000001,999.9999999999993
