legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,22000.0,21999.99999999998,21999.999999736927,21999.99998239529,21999.999217415672,21999.976787149666,21999.538631527994,21993.82773642906,21944.037761236763,20453.048886938323,10891.972965763629,1767.1891341175121,1007.7252570432643,1000.0490026653368,1000.0000577662444,1000.0000000079267
bravo_without_replacement | p=0.55 | alpha=0.8175654296874999,21999.99042386659,21966.925076900552,20904.141652673454,18164.242101488173,12551.53641932422,6055.644577981047,2252.3902463163527,1175.2352127554086,1018.1640536801916,1000.1814524969254,1000.0004868109479,1000.0000002137426,1000.0000000000043,999.999999999986,1000.0000000000023,999.999999999986
bravo_without_replacement | p=0.51 | alpha=0.3053828125,21999.999404987142,21991.9190961758,20986.103766998098,17277.498651871796,10224.58125850512,4149.052496769391,1714.0179809432534,1166.1185244600292,1042.5336130187657,1001.1612188026344,1000.0060948866467,1000.0000053368179,1000.0000000006793,999.999999999986,1000.0000000000023,999.999999999986
