legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.05957031250088085,250.0,250.0,250.0,250.0,250.0,250.0,209.0,172.0,147.0,112.0,93.0,78.0,68.0,59.0,53.0,49.0
bayesian | a=500 | b=500 | critical_value=0.17773437500064454,250.0,250.0,250.0,250.0,250.0,250.0,215.0,183.0,158.0,128.0,106.0,92.0,79.0,71.0,63.0,59.0
bayesian | a=1000 | b=1000 | critical_value=0.24023437500051953,250.0,250.0,250.0,250.0,250.0,250.0,215.0,180.0,158.0,128.0,106.0,92.0,82.0,74.0,66.0,60.0
