legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.05957031250088085,172.0,199.0,205.0,207.0,207.0,207.0,205.0,203.0,199.0,182.0,162.0,137.0,116.0,99.0,84.0,74.0
bayesian | a=500 | b=500 | critical_value=0.17773437500064454,207.0,219.0,221.0,221.0,219.0,219.0,217.0,213.0,207.0,193.0,170.0,146.0,126.0,110.0,96.0,83.0
bayesian | a=1000 | b=1000 | critical_value=0.24023437500051953,205.0,217.0,219.0,219.0,219.0,217.0,215.0,213.0,207.0,193.0,170.0,146.0,126.0,110.0,96.0,86.0
