legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.05957031250088085,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,228.0,164.0,128.0,103.0,86.0,76.0,68.0,59.0
bayesian | a=500 | b=500 | critical_value=0.17773437500064454,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,227.0,170.0,138.0,116.0,100.0,88.0,77.0,69.0
bayesian | a=1000 | b=1000 | critical_value=0.24023437500051953,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,227.0,170.0,138.0,118.0,102.0,90.0,80.0,72.0
