,0.5,0.7,0.58,0.52
0.005,0.002926800371759493,0.9941935608209636,0.18531031448376076,0.00932008344719074
0.015357142857142857,0.008041256262261758,0.9977609715299502,0.28401722239847765,0.0220844395614811
0.025714285714285714,0.012508603306290288,0.9986490245309015,0.34117368148184807,0.03241109577579792
0.03607142857142857,0.018322394069056138,0.9991171379487314,0.38831721783037076,0.04394196978419086
0.04642857142857142,0.02275862020870061,0.9993030032551149,0.4209958974578813,0.05305071556141582
0.05678571428571428,0.02900854020875857,0.9994956533006125,0.4550603786943238,0.0642289378007213
0.06714285714285714,0.03287146861899662,0.9995837844660707,0.4797397287582456,0.0721760542599237
0.0775,0.038003929645013305,0.9996934238570108,0.5075262281479013,0.08165209080148968
0.08785714285714286,0.046441868562431154,0.9997283366044604,0.5283080482411596,0.09418448625327933
0.09821428571428571,0.050062856379922374,0.9997666017549256,0.5457950075625435,0.10116571119762607
0.10857142857142857,0.05405870379694045,0.9998000914573638,0.5632823282973768,0.10867742664782981
0.11892857142857143,0.060540201560152634,0.9998408524372903,0.5832791245406415,0.1189636852246691
0.12928571428571428,0.06596420252793632,0.9998560019000733,0.596650131118791,0.12736429713675712
0.13964285714285712,0.07606464840635795,0.999874417170501,0.6143676202097857,0.14112161601380918
0.15,0.07843144711253218,0.9998851775799354,0.6241831651132644,0.14582648948712829
