,0.5,0.7,0.58,0.52
0.9,0.09184539267781275,0.999987388537598,0.7699436242270581,0.202057437075332
0.925,0.06572385097084978,0.9999739737644711,0.7147757543338421,0.15607687290553693
0.95,0.0415732425479378,0.9999391067566492,0.6382979574574793,0.1089828244729509
0.955,0.03691771360441846,0.9999212488741809,0.6173475428525268,0.09913850771973527
0.9573631578947368,0.034585125855849934,0.9999102022695219,0.6049953292857466,0.09392332257083374
0.9597263157894736,0.03261587351095381,0.9999039104494215,0.5961944907049338,0.08970218198718023
0.9620894736842105,0.030291546475625573,0.9998917946855368,0.5839780289047501,0.08457555637502778
0.9644526315789473,0.028340760753437045,0.9998832183217803,0.5741050457084426,0.08026519618619768
0.9668157894736842,0.026101303743144434,0.9998564881100311,0.5582165723383887,0.0749651776508581
0.969178947368421,0.023756185319003066,0.9998336006374602,0.542461754239831,0.06946715950907177
0.9715421052631579,0.02171175486060311,0.9998134926230583,0.5288109809113715,0.06465728234499125
0.9739052631578947,0.01977430184151034,0.9997914855412154,0.5147469024119214,0.06000304037621788
0.9762684210526316,0.01756346756190558,0.9997303873852807,0.4931276864188998,0.054339526459877836
0.9786315789473684,0.015691441691483617,0.9996973719389701,0.47757796278977543,0.049701356002562466
0.9809947368421053,0.01370677473749842,0.9996411720452455,0.4571786853171908,0.04449832781388877
0.9833578947368421,0.011715315147001172,0.9995275331844836,0.43152186549374716,0.03900970735414694
0.9857210526315789,0.009921826685894409,0.9994338347454457,0.40876781162430054,0.034072997269945574
0.9880842105263158,0.008057208252946252,0.9992447330402369,0.3793044604297572,0.028685029014657377
0.9904473684210526,0.006228228208161808,0.9990041454106864,0.3460154260676594,0.023174494372941282
0.9928105263157895,0.004486288221662305,0.9985393483337988,0.3056052156353881,0.017628448542298593
0.9951736842105263,0.002838248226841759,0.9976324941574739,0.2550453533516907,0.011997011028660572
0.9975368421052632,0.001328582882523258,0.9955004916912631,0.1884551297467801,0.006350515930429048
0.9999,3.331312583417686e-05,0.9460300474861169,0.031176233985161186,0.00025836288241618265
