,0.7,0.58,0.52
0.005,3.414908014453871e-24,3.414908014453871e-24,3.414908014453871e-24
0.015357142857142857,2.4251728085525552e-15,2.4251728085525552e-15,2.4251728085525552e-15
0.025714285714285714,4.909112809899443e-12,4.909112809899443e-12,4.909112809899443e-12
0.03607142857142857,4.0157909204466826e-10,4.0157909204466826e-10,4.0157909204466826e-10
0.04642857142857142,6.333197865847303e-09,6.333197865847303e-09,6.333197865847303e-09
0.05678571428571428,5.810719999992632e-08,5.810719999992632e-08,5.810719999992632e-08
0.06714285714285714,2.926305407032992e-07,2.926305407032992e-07,2.926305407032992e-07
0.0775,1.289572344969338e-06,1.289572344969338e-06,1.289572344969338e-06
0.08785714285714286,3.5838816706946474e-06,3.5838816706946474e-06,3.5838816706946474e-06
0.09821428571428571,1.051731478230709e-05,1.051731478230709e-05,1.051731478230709e-05
0.10857142857142857,2.1148974660471504e-05,2.1148974660471504e-05,2.1148974660471504e-05
0.11892857142857143,4.333944342882401e-05,4.333944342882401e-05,4.333944342882401e-05
0.12928571428571428,8.35954555881331e-05,8.35954555881331e-05,8.35954555881331e-05
0.13964285714285712,0.00014597520850205385,0.00014597520850205385,0.00014597520850205385
0.15,0.0002447943633948664,0.0002447943633948664,0.0002447943633948664
