,0.7,0.58,0.52
0.005,0.004261855835959014,0.004261855835959014,0.004261855835959014
0.015357142857142857,0.012927878953793583,0.012927878953793583,0.012927878953793583
0.025714285714285714,0.022131743989958853,0.022131743989958853,0.022131743989958853
0.03607142857142857,0.031116355088078758,0.031116355088078758,0.031116355088078758
0.04642857142857142,0.0396205695283719,0.0396205695283719,0.0396205695283719
0.05678571428571428,0.04751050081184018,0.04751050081184018,0.04751050081184018
0.06714285714285714,0.055925285081980546,0.055925285081980546,0.055925285081980546
0.0775,0.06570591647430801,0.06570591647430801,0.06570591647430801
0.08785714285714286,0.07597310819823726,0.07597310819823726,0.07597310819823726
0.09821428571428571,0.08509491526463037,0.08509491526463037,0.08509491526463037
0.10857142857142857,0.09204050388367306,0.09204050388367306,0.09204050388367306
0.11892857142857143,0.10439231223581948,0.10439231223581948,0.10439231223581948
0.12928571428571428,0.10828083520254556,0.10828083520254556,0.10828083520254556
0.13964285714285712,0.12382843670718771,0.12382843670718771,0.12382843670718771
0.15,0.12787214298000743,0.12787214298000743,0.12787214298000743
