true_p,sample_number,0.005,0.015357142857142857,0.025714285714285714,0.03607142857142857,0.04642857142857142,0.05678571428571428,0.06714285714285714,0.0775,0.08785714285714286,0.09821428571428571,0.10857142857142857,0.11892857142857143,0.12928571428571428,0.13964285714285712,0.15
0.7,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5692357752105807e-08
0.7,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2589255298531844e-08,2.6437436126916883e-07
0.7,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.168735096280602e-09,1.348309242472761e-07,1.443484012529662e-06
0.7,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0226801971774945e-09,6.865802162160311e-08,7.644913404820555e-07,5.561299751349858e-06
0.7,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4811132966169722e-09,3.491195627740006e-08,4.0370916713502637e-07,3.0523024631098383e-06,1.6967210750816452e-05
0.7,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7728926160505156e-08,2.1261381372936648e-07,1.6683281331854977e-06,9.632234127448345e-06,4.362835457726604e-05
0.7,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.080218607396214e-10,0.0,0.0,0.0,0.0,0.0
0.7,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1169223481118252e-07,9.083741903816731e-07,5.43962778162324e-06,2.5573581608375363e-05,9.828278422042294e-05
0.7,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.401075445319229e-09,0.0,0.0,0.0,0.0,0.0
0.7,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742514982336901e-10,0.0,4.928233707318746e-07,3.0569870740886967e-06,1.4897452333520037e-05,5.9389035043870986e-05,0.00019912794102944976
0.7,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2343114070786716e-08,0.0,0.0,0.0,0.0,0.0
0.7,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30534732163172e-09,0.0,1.7101778871561184e-06,8.628040317907939e-06,3.563268598824318e-05,0.00012385685653287296,0.00036974914523784156
0.7,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97682638941557e-11,0.0,1.9571928281608093e-07,0.0,0.0,0.0,0.0,0.0
0.7,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.597605693890782e-08,0.0,4.969997608190152e-06,2.1237709077604545e-05,7.643211144478163e-05,0.00023640390264929086,0.0006381360247984128
0.7,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.283881375729979e-10,0.0,7.099564078463636e-07,0.0,0.0,0.0,0.0,0.0
0.7,69,0.0,0.0,0.0,0.0,0.0,0.0,2.05005145156954e-11,0.0,7.71982436205528e-08,0.0,1.257961616828574e-05,4.681887220527402e-05,0.00014985079292194518,0.0004188551812939547,0.0010348186831968295
0.7,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.001672056716369e-09,0.0,2.1524130700897814e-06,0.0,0.0,0.0,0.0,0.0
0.7,71,0.0,0.0,0.0,0.0,0.0,0.0,2.970524553324263e-10,0.0,2.9217230785196533e-07,0.0,2.8481037231009434e-05,9.422298031311394e-05,0.0002723900703597294,0.0006964669022728822,0.0015903281672220368
0.7,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026060447147284e-08,0.0,5.6729129324563265e-06,0.0,0.0,0.0,0.0,0.0
