,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,50,0.012272311174207871,0.0013630008054459262,0.005440543432425308,0.012272311174207871,0.01786870020344097,0.025501853435367712,0.03569144678781568,0.049006950862989965,0.06604316381106135,0.08738569214008275,0.14501664336855136,0.22459576830425163,0.3255358757193255,0.4429071940872752,0.5676241547457458,0.6881920692263319,0.7936062680058147
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,55,0.011601233254932545,0.001479245552041093,0.005493702621142355,0.011601233254932545,0.01625045156592722,0.02222247294238241,0.02967587839887576,0.03870709073636472,0.04931943005669823,0.061393784878220385,0.08871419471095095,0.11672441864752661,0.13961670780187746,0.1514002014783253,0.14824088026870533,0.1303278132424271,0.10211913368252956
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,60,0.004120453119847773,0.00045964337076936815,0.0018661045071454757,0.004120453119847773,0.005876323305864118,0.008157999339510013,0.01102805397262939,0.014519115192670486,0.01861939123699259,0.02325959280525087,0.03354769796050123,0.04352194144039201,0.05067405411966125,0.05276511268436072,0.048883743825354244,0.040013762800739976,0.028673291901511223
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,65,0.002680449672562895,0.00025257770623410286,0.0011441805151380694,0.002680449672562895,0.00392175651101554,0.005570977505970823,0.007685829350023581,0.010300415058719828,0.01341174189564113,0.016967181512246535,0.024904514815142775,0.03253696020517932,0.037741751905122106,0.03871367961779114,0.034913623847125416,0.027466620389205405,0.018654807161881157
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,70,0.0019048143650862402,0.00015088905292233348,0.0007650453842275888,0.0019048143650862402,0.0028613549926364426,0.004162016341339284,0.005863962624108171,0.008004571456983507,0.010587920129824532,0.013571793490486872,0.02028963682388996,0.026711449124453075,0.03088082567821873,0.03120999362736892,0.027397563962558914,0.02070822308126799,0.013321766000077012
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,75,0.0014064358361656208,9.324358278648305e-05,0.0005306770166877,0.0014064358361656208,0.002170583996095374,0.003234842884628754,0.004656983004740644,0.006478042099752105,0.00870846499887988,0.011314298006683762,0.017237371773289635,0.022874562378787773,0.026358325343527635,0.026242071004684623,0.022412599687502886,0.01626261972841044,0.00989749518677709
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,80,0.0010604662913539827,5.8580053340503914e-05,0.0003753271623137062,0.0010604662913539827,0.001682599674073352,0.0025707622661273887,0.0037836292692213737,0.005365904578314763,0.007334010040296459,0.009661289434265112,0.015007209340528016,0.020079168455610103,0.02306089548577083,0.022610104375262847,0.018776292959340794,0.013066578729292897,0.007513162911356257
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,85,0.0008099389651397739,3.7107707867715625e-05,0.00026845911173370554,0.0008099389651397739,0.001322085386362967,0.0020720971990333507,0.0031195135281776045,0.004512550165912496,0.006273328852873742,0.008381997765463126,0.013281451878674477,0.017920611086387584,0.020512919394268574,0.019799396440659325,0.01597661284418833,0.01065232309772947,0.00577829543065979
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,90,0.0006237498611280393,2.3589412848888703e-05,0.00019330200217566353,0.0006237498611280393,0.001048204801087569,0.00168631652447586,0.0025982887848848193,0.0038356089477149446,0.005425862239957224,0.007355725903333993,0.011895187493646112,0.0161895876401383,0.018468304256310995,0.01754243620380587,0.013744939120014194,0.008770795999207362,0.004481500483164411
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,95,0.002199729860057235,8.51471180291396e-05,0.0006936785541571942,0.002199729860057235,0.0036500428758620795,0.005782835118749672,0.00875178819356777,0.012656285848315914,0.01749249070817568,0.02310774016691002,0.03519294255226441,0.0446071444918112,0.04683626672673189,0.04044126886703239,0.02842145724075256,0.01603169392533481,0.007125231631083517
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,100,0.0009498626208719218,3.100959278397907e-05,0.000282838520878125,0.0009498626208719218,0.0016135498551915104,0.0026081263590317172,0.004013332577009076,0.005881026852980675,0.00820824027761662,0.010912126475647922,0.016655027817001133,0.02085202283995268,0.021299174899244877,0.01760169056490099,0.011630538551228066,0.00604759699870516,0.0024230058831219855
