legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.07812500000084374,499.99999999999994,500.0,500.00000000000006,500.0,500.0,500.0,500.00000000000006,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
bayesian | a=500 | b=500 | critical_value=0.1562500000006875,499.99999999999994,500.0,500.00000000000006,500.0,500.0,500.0,500.00000000000006,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
bayesian | a=1000 | b=1000 | critical_value=0.187500000000625,499.99999999999994,500.0,500.00000000000006,500.0,500.0,500.0,500.00000000000006,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
