legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,499.89950191017476,498.9825291943432,496.2704330246671,493.32456324331895,488.537400691684,481.0604598540437,469.796098449493,453.3812555562605,430.2126349028763,357.3374279302921,250.68848560528926,163.42714805905848,126.37466156874308,110.65450552458434,103.81845510102868,101.12373280562936
bravo    | p=0.55 | alpha=0.30044390869140625,499.5006893490213,495.7541986848565,484.1710228942632,469.9813870440243,444.21033728804974,400.83570602813097,340.53105650667896,278.9001857419704,231.44956472267444,174.02779937486784,141.40185081158728,121.75632699883174,110.14406430205773,103.95122958926231,101.22889461600303,100.29450523769505
bravo    | p=0.52 | alpha=0.486567413330078,499.88911084730097,498.34091937738765,490.21307341381066,476.8359608824344,447.8149244857528,396.97033375377066,334.83867743302335,281.6673465082247,243.08121217967687,192.0675542858903,159.78332004460034,137.2018876007436,120.7699471946866,109.79291218019367,103.74161459061602,101.12040634927737
