,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,100,0.009294218166894526,0.0002512416839605459,0.002542437383924673,0.009294218166894526,0.016570080190371133,0.028241503978362722,0.046067562268695655,0.0719990921275875,0.10793495950653006,0.15537858140742952,0.28651123521148114,0.45639871161475776,0.6369132752879398,0.7931229758902963,0.9021096565714251,0.9625847007609519,0.9887959440069723
bravo    | p=0.7 | alpha=1,200,3.959684226988549e-05,4.7208033543787185e-09,1.652838628064222e-06,3.959684226988549e-05,0.0001579688989012064,0.0005526071471148971,0.00170030529401095,0.004613733500973949,0.011065995680787545,0.023508107682051776,0.07424599384449461,0.1474441937925284,0.18736358200002737,0.1564626242200426,0.08937792851908338,0.03664664253697654,0.011170784222081325
bravo    | p=0.7 | alpha=1,300,3.279470474976118e-09,2.463837334390973e-18,2.492483323533983e-12,3.279470474976118e-09,7.005431102258231e-08,1.0778641815529737e-06,1.2118250433740184e-05,0.00010072284368200702,0.0006247472874641529,0.002913576509811944,0.02755854525795901,0.08856364825291785,0.10087902790973388,0.044029305807485576,0.008370119669484673,0.0007680616329034274,3.327147862611257e-05
bravo    | p=0.7 | alpha=1,400,5.07438506008456e-24,0.0,0.0,5.07438506008456e-24,2.2177095021559426e-19,1.342936855348454e-15,1.8802651274392123e-12,8.044340431998426e-10,1.2479398393549698e-07,7.849275739838405e-06,0.002725707801752332,0.048060419604656054,0.05422661643810565,0.006314996476285118,0.0001422935722370163,5.950691687127424e-07,2.923206633857954e-10
bravo    | p=0.7 | alpha=1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020617498364193885,7.009760589065495e-05,1.6677700978778528e-09,1.1115878061466248e-18,0.0
bravo    | p=0.55 | alpha=0.30044390869140625,100,0.02849691041010998,0.0012268600140079378,0.009349901986110375,0.02849691041010998,0.0464926677069963,0.07262830421675771,0.10876986728138462,0.15636779538476006,0.21607258415117847,0.2873971388649845,0.4563634910862572,0.6354042484132837,0.7904526599078705,0.8992921521833669,0.960522077314807,0.9877118013025791,0.9970549542227409
bravo    | p=0.55 | alpha=0.30044390869140625,200,0.012229540301030862,2.852892197092525e-05,0.0016181726825338454,0.012229540301030862,0.027841074357270162,0.056157998571414174,0.10071097869163273,0.16113970124417654,0.2308951455818219,0.29752645130322036,0.3665140052848781,0.3159011187367778,0.2015382282527143,0.09997506480791252,0.03944354948056634,0.01228745123481105,0.0029450391775677587
bravo    | p=0.55 | alpha=0.30044390869140625,300,0.0037852977123051562,3.984392126001709e-08,0.00010194132962907354,0.0037852977123051562,0.014828237859087372,0.04391470751447464,0.09933014782767942,0.1733840890629922,0.23627311826051714,0.25484974167252056,0.1576988610825809,0.04796651437536698,0.008002293782643461,0.0007327708134965727,3.437320182312579e-05,7.474626104532836e-07,6.599691680882984e-09
bravo    | p=0.55 | alpha=0.30044390869140625,400,4.291308922543009e-05,2.314286508337243e-19,4.500134001091013e-09,4.291308922543009e-05,0.0010357599417866758,0.011079999509280002,0.05577023886289526,0.13903097153565663,0.1814761327090826,0.13363696005861556,0.019328303886497446,0.0007281132699244473,6.81805677181226e-06,1.2195224469443225e-08,2.803808643220715e-12,4.275741243162048e-17,1.169146462793315e-23
bravo    | p=0.55 | alpha=0.30044390869140625,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37007744277241506,0.13528301929740014,0.026589708100659463,9.53386597867e-05,5.204647432956087e-09,3.3219867960062743e-16,0.0,0.0,0.0,0.0
bravo    | p=0.52 | alpha=0.486567413330078,100,0.009294218166894526,0.0002512416839605459,0.002542437383924673,0.009294218166894526,0.016570080190371133,0.028241503978362722,0.046067562268695655,0.0719990921275875,0.10793495950653006,0.15537858140742952,0.28651123521148114,0.45639871161475776,0.6369132752879398,0.7931229758902963,0.9021096565714251,0.9625847007609519,0.9887959440069723
bravo    | p=0.52 | alpha=0.486567413330078,200,0.01514765639773098,3.455681637199253e-05,0.0019820882191537853,0.01514765639773098,0.034736111684948626,0.07068718355993622,0.12814461180904205,0.20778931315622348,0.30272255889022753,0.39825715960324654,0.520058906039632,0.489792988262479,0.354157736243371,0.20605458061868703,0.09785156505593956,0.037414452571934535,0.011204048493280529
bravo    | p=0.52 | alpha=0.486567413330078,300,0.007287470717967336,1.2717101571204713e-07,0.00023725412881645238,0.007287470717967336,0.026112251627788234,0.07103081310564396,0.1482926387740408,0.24037741260140186,0.30658503692262074,0.31263917937380586,0.1796788015200475,0.05338468823501082,0.008925825642002349,0.0008224391448708394,3.877837190892123e-05,8.466671141371984e-07,7.499747569681033e-09
bravo    | p=0.52 | alpha=0.486567413330078,400,0.0006744825651869517,3.8181439251665585e-16,2.8377533015702717e-07,0.0006744825651869517,0.008927232103749152,0.0547615623379249,0.1650073004123025,0.2594940924879416,0.23024894637570914,0.1276237150161619,0.013745195136180919,0.00042361183750618995,3.1628266872787488e-06,4.3461460291667986e-09,7.266823317493481e-13,7.330155125372121e-18,1.077126328846912e-24
bravo    | p=0.52 | alpha=0.486567413330078,500,0.0,0.0,0.0,0.0,0.0,0.0,0.5124878867359192,0.22034008962684615,0.0525084983049128,0.0061013645993564306,5.862092658828407e-06,5.024694101034265e-11,8.485038356979723e-20,0.0,0.0,0.0,0.0
