legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | n_total=500 | alpha=0.422453125,144.7290458881607,196.43401802480582,278.9001857419704,198.27639472861648,155.61701018415158,121.75632699883174,100.29450523769512
