legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | alpha=0.3477903137207031,102.27879193718354,116.45948932484947,144.72904588816067,167.19107373579257,196.43401802480585,228.00494077167608,340.531056506679,278.90018574197046,231.44956472267455,174.02779937486787,141.40185081158745,121.7563269988318,110.14406430205791,103.9512295892624,101.22889461600319,100.29450523769512
