legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,195.0,112.0,74.0,57.0,47.0
bravo    | p=0.55 | alpha=0.080998046875,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,458.0,290.0,210.0,164.0,134.0,113.0,96.0,86.0
bravo    | p=0.52 | alpha=0.24294531249999998,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,445.0,312.0,239.0,194.0,161.0,139.0,120.0,108.0
