legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05832865464687347,82.0,112.0,145.0,168.0,198.0,238.0,288.0,349.0,404.0,460.0,472.0,465.0,422.0,311.0,205.0,145.0
bravo    | p=0.55 | alpha=0.080998046875,427.0,488.0,494.0,494.0,494.0,494.0,494.0,494.0,492.0,477.0,423.0,326.0,252.0,202.0,166.0,141.0
bravo    | p=0.52 | alpha=0.24294531249999998,488.0,496.0,498.0,498.0,498.0,498.0,496.0,496.0,494.0,477.0,422.0,335.0,269.0,222.0,190.0,163.0
