legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=1,250.0,250.0,250.0,499.9979293211986,499.98571761459345,499.91912400954556,499.6217111851781,498.53034153971214,495.23264336008396,470.15100366021716,401.9712876830434,314.87652072406877,264.13750718555485,251.3372674938392,250.04665208611675,250.00049214649516
bravo_without_replacement | p=0.55 | alpha=0.332943115234375,249.99999999999997,250.0,250.0,473.70447327174014,447.439352905813,409.9910301666472,366.06422464016214,323.7106584629006,290.2091394887036,257.11821150800245,250.57501438604868,250.01897497478492,250.0002244485529,250.00000080056,250.0000000006734,250.00000000000009
bravo_without_replacement | p=0.52 | alpha=0.3544669799804687,250.0,250.0,249.99999999999997,464.622064914341,433.62949811945646,392.7753095583739,348.4770146425096,309.01111098021113,280.1851486063144,254.6301022382584,250.31886178685534,250.00883068492524,250.0000860829627,250.00000024710894,250.00000000016178,250.0
