legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,55.0,151.0,240.0,220.0,166.0,100.0,37.0
bravo_without_replacement | alpha=0.05 | p=0.55,295.0,318.0,295.0,249.0,197.0,143.0,82.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,20.0,50.0,206.0,222.0,184.0,109.0,37.0
bayesian | critical_value=0.05 | a=1 | b=1,27.0,52.0,66.0,50.0,34.0,22.0,12.0
max_sprt | alpha=0.05,21.0,87.0,175.0,153.0,110.0,66.0,24.0
bravo    | alpha=0.05 | p=0.55,291.0,316.0,301.0,257.0,205.0,148.0,82.0
