legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,500.0,500.0,500.0,500.0,415.0,237.0,86.0
bravo_without_replacement | alpha=0.05 | p=0.55,500.0,500.0,500.0,500.0,358.0,235.0,115.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,500.0,500.0,500.0,500.0,500.0,276.0,90.0
bayesian | critical_value=0.05 | a=1 | b=1,500.0,500.0,468.0,260.0,165.0,99.0,36.0
max_sprt | alpha=0.05,500.0,500.0,500.0,500.0,329.0,188.0,66.0
bravo    | alpha=0.05 | p=0.55,500.0,500.0,500.0,500.0,375.0,242.0,118.0
