legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,18.0,48.0,112.0,110.0,86.0,53.0,21.0
bravo_without_replacement | alpha=0.05 | p=0.55,212.0,228.0,212.0,178.0,147.0,111.0,67.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,11.0,14.0,66.0,93.0,80.0,50.0,17.0
bayesian | critical_value=0.05 | a=1 | b=1,7.0,12.0,15.0,15.0,12.0,10.0,7.0
max_sprt | alpha=0.05,5.0,16.0,54.0,54.0,42.0,27.0,9.0
bravo    | alpha=0.05 | p=0.55,207.0,228.0,215.0,186.0,150.0,114.0,70.0
