legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.05 | n_total=5000,475.0,492.0,497.0,492.0,482.0,379.0,137.0
bravo_without_replacement | alpha=0.05 | p=0.55,496.0,498.0,496.0,492.0,467.0,339.0,155.0
truncated_bayesian | critical_value=0.05 | a=1 | b=1,413.0,485.0,496.0,496.0,489.0,424.0,149.0
bayesian | critical_value=0.05 | a=1 | b=1,471.0,487.0,479.0,440.0,338.0,201.0,75.0
max_sprt | alpha=0.05,465.0,491.0,495.0,489.0,461.0,322.0,117.0
bravo    | alpha=0.05 | p=0.55,497.0,499.0,497.0,495.0,474.0,354.0,158.0
